image,label,reason,id,output
fb2b4c2c-10aa-4184-b440-9bb895d2a52b-810-0,,主要显示了用户对商品的评论页面,fb2b4c2c-10aa-4184-b440-9bb895d2a52b-810,评论区截图页面
1b52b2e1-1454-4fac-8cef-54ffeb9ddea9-1577-0,店铺页面,显示了店铺 logo、粉丝数量、商品列表，典型的店铺页面特征,1b52b2e1-1454-4fac-8cef-54ffeb9ddea9-1577,店铺页面
3e2596bd-2589-40cc-a762-6bf4a7b19b36-1530-0,,显示了店铺的基本信息和评价，包括综合体验、物流速度、服务保障、店铺人气等指标，这些都是典型的店铺页面特征,3e2596bd-2589-40cc-a762-6bf4a7b19b36-1530,店铺页面
3f06a42f-4108-400b-9b81-8dd7c341fa8a-1576-0,,图中包含了店铺logo、粉丝数量、商品分类、热门搜索标签，都是典型的店铺页面特征,3f06a42f-4108-400b-9b81-8dd7c341fa8a-1576,店铺页面
6f59b27a-2321-45aa-b0f3-b245d19d1883-1591-0,,显示了店铺 logo、粉丝数量、品牌服务承诺，都是典型的店铺页面特征,6f59b27a-2321-45aa-b0f3-b245d19d1883-1591,店铺页面
9c13f901-de8a-47bd-b1ea-8c1c60b796bc-1575-0,,显示了店铺名称、粉丝数量、商品推荐和分类选项，都是典型的店铺页面元素,9c13f901-de8a-47bd-b1ea-8c1c60b796bc-1575,店铺页面
451f0809-750c-4982-8c9f-ddc2de7bfbc2-1562-0,,包含多个店铺的名称、图片、距离和服务费用等信息，属于店铺页面类别,451f0809-750c-4982-8c9f-ddc2de7bfbc2-1562,店铺页面
1226d62e-990b-4fa9-9696-ff7b73140fd7-1588-0,,显示了店铺 logo、粉丝数量与该品牌的产品促销信息，这些都是典型的店铺页面元素,1226d62e-990b-4fa9-9696-ff7b73140fd7-1588,店铺页面
2234a5ad-2d5d-4e8c-9109-3e0b8c2eaa25-1567-0,,显示了店铺粉丝数量、综合体验、宝贝质量、物流速度、服务保障等店铺评分内容，属于店铺页面 ,2234a5ad-2d5d-4e8c-9109-3e0b8c2eaa25-1567,店铺页面
3011e898-e4e8-4b87-aa4f-d3b57819e0f6-1543-0,,显示了店铺粉丝数量、综合体验、商品体验、物流体验、服务体验等店铺评分内容，也显示店铺人气，这些都是典型的店铺页面信息,3011e898-e4e8-4b87-aa4f-d3b57819e0f6-1543,店铺页面
64530e53-e4ff-43ef-93e8-7ef5a48b63df-1565-0,,显示了店铺综合体验、宝贝质量、服务保障等店铺评分内容，这些都是典型的店铺页面信息,64530e53-e4ff-43ef-93e8-7ef5a48b63df-1565,店铺页面
82590d54-804c-46c8-992b-eea2c9db38be-1560-0,,显示了店铺 logo、粉丝数量，还有 “10年老店”、“商品体验优秀”等 标签，这些都是典型的店铺页面信息,82590d54-804c-46c8-992b-eea2c9db38be-1560,店铺页面
2804461f-3641-4f5e-bab1-cc6eb20014bc-1551-0,,显示了一个店铺的商品列表，属于店铺页面,2804461f-3641-4f5e-bab1-cc6eb20014bc-1551,店铺页面
61275987-c624-4d79-9d2e-86b2c2b924fa-1580-0,,显示了店铺粉丝数量与综合体验、宝贝质量、服务保障等店铺评分内容，这些都是典型的店铺页面信息,61275987-c624-4d79-9d2e-86b2c2b924fa-1580,店铺页面
a88ef4f9-ddbf-42df-9e0d-3f0b3635e627-1579-0,,显示了店铺粉丝数量、店铺人气，也有综合体验、宝贝质量、物流速度、服务保障等店铺评分内容，都是典型的店铺页面信息,a88ef4f9-ddbf-42df-9e0d-3f0b3635e627-1579,店铺页面
a700b5c4-892c-4be1-8e8e-369c51e8372f-1528-0,,显示了店铺 log、粉丝数量，还有综合体验、宝贝质量、物流速度、服务保障等店铺评分内容，这些都是典型的店铺页面信息,a700b5c4-892c-4be1-8e8e-369c51e8372f-1528,店铺页面
a1141cb2-bd6e-4002-b613-6e55c26a2776-1568-0,,主要显示了店铺的首页截图，包括店铺名称、商品促销信息，这些都是典型的店铺页面元素,a1141cb2-bd6e-4002-b613-6e55c26a2776-1568,店铺页面
a0056835-c4c8-4e4d-aa94-16bdda3977b3-1566-0,,显示了店铺logo、粉丝量，这些通常出现在店铺页面中,a0056835-c4c8-4e4d-aa94-16bdda3977b3-1566,店铺页面
ab7eb681-39b1-4f17-89e3-42a027a500b4-1583-0,,显示了一个网上商店的首页截图，包括品牌标志、产品信息等,ab7eb681-39b1-4f17-89e3-42a027a500b4-1583,店铺页面
af8573d9-7d01-47d0-b410-26d5a1edaa9e-1533-0,,显示了一个网上商店的首页截图。图中包含了商品推荐、热搜标签、销量榜等典型的店铺信息,af8573d9-7d01-47d0-b410-26d5a1edaa9e-1533,店铺页面
b7c6b090-a441-478f-a008-3273ed1574b5-1513-0,,显示了一个网上商店的首页截图。图中包含商品推荐、价格、销量排名等典型的店铺信息，这些都是店铺页面的常见特征,b7c6b090-a441-478f-a008-3273ed1574b5-1513,店铺页面
baec444a-65cf-4c26-82a4-32553361e11a-1569-0,,显示了店铺的首页截图，包括店铺logo、粉丝数量、店铺促销信息，这些都是典型的店铺页面特征,baec444a-65cf-4c26-82a4-32553361e11a-1569,店铺页面
c14cf9b6-1490-4bb9-944b-5b5fb0d96af6-1545-0,,显示店铺的基本信息和操作选项，如“进入店铺”和“联系客服”按钮，这些元素通常出现在店铺页面,c14cf9b6-1490-4bb9-944b-5b5fb0d96af6-1545,店铺页面
e7a3565c-a077-4497-8b23-707ae7d16236-1517-0,,展示了商品列表、店铺粉丝数，这些都是典型的店铺首页特征,e7a3565c-a077-4497-8b23-707ae7d16236-1517,店铺页面
edd59034-bc94-435a-8cf2-1d281fa62fd9-1561-0,,显示了商品推荐、促销信息、热门搜索标签和销量排行榜等典型的店铺首页元素,edd59034-bc94-435a-8cf2-1d281fa62fd9-1561,店铺页面
ee1f31df-bdf1-4c3b-922b-c434e86d0757-1537-0,,显示了店铺名称、粉丝数量、商品列表和价格等信息，这些都是典型的店铺首页元素,ee1f31df-bdf1-4c3b-922b-c434e86d0757-1537,店铺页面
f1bfd8e6-6194-475d-8eb4-d49d30656f3b-1553-0,,显示了一个店铺截图，包括店铺等级、粉丝数、好评率等信息，以及店铺热门商品销量排行榜。这些元素都是典型的店铺首页特征,f1bfd8e6-6194-475d-8eb4-d49d30656f3b-1553,店铺页面
f051c9bd-513e-488d-bf6f-2b4d61e390b3-1564-0,,显示了店铺 logo、商品列表，这些都是典型的店铺页面特征,f051c9bd-513e-488d-bf6f-2b4d61e390b3-1564,店铺页面
2e8a6865-9924-456e-a1c7-27a26de07a25-1130-0,物流页面-物流异常页面,退货物流介面，弹出提示 “该运单号为物流拦截已退回的运单号，请上传本次寄出的运单号“，表明用户输入的运单号有问题，属于物流异常页面,2e8a6865-9924-456e-a1c7-27a26de07a25-1130,物流页面-物流异常页面
4eb8ccf4-aa5c-4925-80da-127d673648f8-1129-0,,最近一则物流信息显示 “物流异常提醒” 标记，表示包裹在运输过程中出现了问题，属于物流异常页面,4eb8ccf4-aa5c-4925-80da-127d673648f8-1129,物流页面-物流异常页面
38fad2d0-c5f7-4784-b57e-64ea235bc26a-1060-0,,最近一则物流信息显示物流异常问题的处理信息。画面中提到物流状况未完全恢复，卖家已补发商品，并包含处理进度的详细说明，这些都是物流异常的典型特征,38fad2d0-c5f7-4784-b57e-64ea235bc26a-1060,物流页面-物流异常页面
48df4518-9d99-45eb-abce-4b177f81c6fc-1048-0,,物流最近一则信息显示退货包裹在运输中出现异常的通知，这是典型的物流异常信息,48df4518-9d99-45eb-abce-4b177f81c6fc-1048,物流页面-物流异常页面
57e5233a-b270-448d-acae-a8208239a191-1091-0,,物流信息显示退货包裹被卖家拒收的信息，这属于物流异常情况,57e5233a-b270-448d-acae-a8208239a191-1091,物流页面-物流异常页面
263abd76-bf04-4872-8b7a-2f442ea50e0d-1136-0,,物流最近一则信息显示了物流异常提醒，指出无法联系收件人且派送地址无人接收快件的信息。这些信息符合物流异常页面的特征,263abd76-bf04-4872-8b7a-2f442ea50e0d-1136,物流页面-物流异常页面
3456c2c0-fb57-4c43-8700-b9d3e382ea29-1134-0,,物流最近一则信息显示了配送延迟提醒，这是典型的物流异常情况,3456c2c0-fb57-4c43-8700-b9d3e382ea29-1134,物流页面-物流异常页面
9241f6d8-0ab7-47a9-9bd9-f7db76925630-1111-0,,物流最近一则信息显示了物流异常提醒的信息，典型的物流异常情况,9241f6d8-0ab7-47a9-9bd9-f7db76925630-1111,物流页面-物流异常页面
74106cd8-d76b-459c-84c2-63b90742cde0-1088-0,,物流异常提醒显示物流派送不成功的通知，这是典型的物流异常情况,74106cd8-d76b-459c-84c2-63b90742cde0-1088,物流页面-物流异常页面
98451e05-bb5f-44e4-b6e1-aeb9dfe93f7a-1131-0,,显示了由于卖家未能按时发货而提供的补偿信息，这是典型的物流异常情况,98451e05-bb5f-44e4-b6e1-aeb9dfe93f7a-1131,物流页面-物流异常页面
794235dc-75ba-402f-b432-05275efcf5bc-1073-0,,最近一则信息显示物流异常,794235dc-75ba-402f-b432-05275efcf5bc-1073,物流页面-物流异常页面
a01b6980-00db-42fb-8aad-f8ef308bf903-1098-0,,最近一则信息显示物流异常提醒,a01b6980-00db-42fb-8aad-f8ef308bf903-1098,物流页面-物流异常页面
a2f54711-a3d3-4bba-8b5f-238489245082-1094-0,,最近一则信息显示物流异常提醒,a2f54711-a3d3-4bba-8b5f-238489245082-1094,物流页面-物流异常页面
abe6b262-09e1-4af4-a9ee-5938073f786c-1110-0,,最近一则信息显示物流异常提醒,abe6b262-09e1-4af4-a9ee-5938073f786c-1110,物流页面-物流异常页面
b8f81169-0565-4cfe-99e1-a91d7bbb156b-1086-0,,最近一则信息显示物流异常提醒,b8f81169-0565-4cfe-99e1-a91d7bbb156b-1086,物流页面-物流异常页面
b71c149f-3a8d-4d61-9bb2-049d5ec55d2e-1061-0,,最近一则信息显示配送异常提醒，这是典型的物流异常情况,b71c149f-3a8d-4d61-9bb2-049d5ec55d2e-1061,物流页面-物流异常页面
b92cecf0-63e1-4131-a438-580b97baed1d-1095-0,,最近一则信息显示了一个物流页面，其中包含“退货返回”和“您的订单拦截失败”等信息，这些都属于物流异常的情况,b92cecf0-63e1-4131-a438-580b97baed1d-1095,物流页面-物流异常页面
b337e87d-7407-4d35-b1f7-702319384610-1087-0,,最近一则信息显示物流异常提醒的信息,b337e87d-7407-4d35-b1f7-702319384610-1087,物流页面-物流异常页面
bd9a7ba4-d11a-4758-9d7e-2ca267001df4-1117-0,,页面主要内容为物流异常物体处理，属于物流异常页面 ,bd9a7ba4-d11a-4758-9d7e-2ca267001df4-1117,物流页面-物流异常页面
bee7b055-9a5e-499c-9ec8-afbb1890e2a4-1063-0,,显示了包裹退回的提醒信息，图中提到“因商家发起拦截，包裹已退回”，这是典型的物流异常情况,bee7b055-9a5e-499c-9ec8-afbb1890e2a4-1063,物流页面-物流异常页面
c506a4df-85d8-4fc3-a4a4-ea08090e6318-1081-0,,最近一则信息显示物流异常提醒的信息,c506a4df-85d8-4fc3-a4a4-ea08090e6318-1081,物流页面-物流异常页面
d1e0bf81-b361-421e-bf61-77683208c199-1067-0,,最近一则信息显示物流异常提醒的信息,d1e0bf81-b361-421e-bf61-77683208c199-1067,物流页面-物流异常页面
f13dd085-9ee4-495a-ba91-bda94eedbb85-1051-0,,最近一则信息显示物流异常提醒的信息,f13dd085-9ee4-495a-ba91-bda94eedbb85-1051,物流页面-物流异常页面
0b553c5f-1855-420b-a080-fb32c61d781e-999-0,物流页面-物流跟踪页面,显示了包裹的运输路径和状态更新，包括发货、派送中、异常提醒等信息，这些都是物流跟踪页面的典型特征,0b553c5f-1855-420b-a080-fb32c61d781e-999,物流页面-物流跟踪页面
0dc328b9-4905-47bf-98bd-dae3077c509f-993-0,,显示了包裹的运输路径和时间节点，包括包裹到达和离开不同地点的详细信息，这是典型的物流跟踪信息,0dc328b9-4905-47bf-98bd-dae3077c509f-993,物流页面-物流跟踪页面
2c2480ea-a21c-45e3-a1e9-3bf70aae1457-954-0,,显示了包裹的运输路径和状态更新，包括已下单、已发货、已揽件和运输中的时间和地点信息，这些都是物流跟踪页面的典型特征,2c2480ea-a21c-45e3-a1e9-3bf70aae1457-954,物流页面-物流跟踪页面
2ceb0067-904e-4efb-8b25-c1d526e3238c-952-0,,显示了包裹的取件信息和物流状态，包括取件时间、地点以及距离等细节，这些都是物流跟踪页面的典型特征,2ceb0067-904e-4efb-8b25-c1d526e3238c-952,物流页面-物流跟踪页面
2d4d4790-9e64-40dc-8430-20bfcd54fd9e-978-0,,显示了包裹的运输路径和状态更新，属于物流跟踪页面,2d4d4790-9e64-40dc-8430-20bfcd54fd9e-978,物流页面-物流跟踪页面
2fe6537b-95a9-487b-9d26-540cc1aeab47-1001-0,,显示了包裹的运输状态和路径。图中有地图、配送进度、快递员位置等信息，这些都是物流跟踪页面的典型特征,2fe6537b-95a9-487b-9d26-540cc1aeab47-1001,物流页面-物流跟踪页面
3b425fe0-a89a-477b-a7f2-d90f51c08c98-1015-0,,显示了与物流相关的时间线和状态更新，例如联系客户的尝试和具体的时间戳，属于物流跟踪页面,3b425fe0-a89a-477b-a7f2-d90f51c08c98-1015,物流页面-物流跟踪页面
3d7fd454-a6a7-4ca7-b7b5-4247e0d2778b-979-0,,显示了包裹的运输路径和状态更新。图中包含了具体的时间节点、地点信息以及包裹的当前状态，这些都是物流跟踪页面的典型特征,3d7fd454-a6a7-4ca7-b7b5-4247e0d2778b-979,物流页面-物流跟踪页面
6a2a93da-6151-4052-b579-0d4c354ad2e1-973-0,,显示了包裹的运输路径，符合物流跟踪页面,6a2a93da-6151-4052-b579-0d4c354ad2e1-973,物流页面-物流跟踪页面
29ede723-1110-4004-9325-c4722cb1ff5e-1039-0,,显示物流运输路径的页面，符合物流跟踪页面,29ede723-1110-4004-9325-c4722cb1ff5e-1039,物流页面-物流跟踪页面
035cc027-3914-4eab-b3aa-e0517baef70a-984-0,,显示了包裹的运输状态和路径信息，典型的物流跟踪页面特征,035cc027-3914-4eab-b3aa-e0517baef70a-984,物流页面-物流跟踪页面
95f1b864-fa48-4bf0-8a95-2d433b3dfeff-995-0,, 显示了包裹运输路径，特征符合物流跟踪页面,95f1b864-fa48-4bf0-8a95-2d433b3dfeff-995,物流页面-物流跟踪页面
221c66d6-2d62-48a7-a319-8f7cc950a9b2-957-0,,显示了包裹的运输状态和时间节点，例如“待取件”、“派送中”、“运输中”等信息，这些都是物流运输路径的典型特征，属于物流跟踪页面,221c66d6-2d62-48a7-a319-8f7cc950a9b2-957,物流页面-物流跟踪页面
418d6209-f976-41b5-8893-8972ffe79704-966-0,,显示了物流运输路径，属于物流跟踪页面,418d6209-f976-41b5-8893-8972ffe79704-966,物流页面-物流跟踪页面
465eec62-7586-4023-9fa9-72037b8d2f63-1019-0,,显示了包裹的运输路径和当前位置，属于物流跟踪页面,465eec62-7586-4023-9fa9-72037b8d2f63-1019,物流页面-物流跟踪页面
945c613f-3b1d-4fd7-a4f3-5522d2930e4f-1002-0,,显示了包裹的运输路径和状态更新，属于物流跟踪页面,945c613f-3b1d-4fd7-a4f3-5522d2930e4f-1002,物流页面-物流跟踪页面
14883b2e-6b9e-4c8d-b4bb-852e9a63ea50-1045-0,,显示了包裹的运输路径和状态更新，属于物流跟踪页面的典型特征,14883b2e-6b9e-4c8d-b4bb-852e9a63ea50-1045,物流页面-物流跟踪页面
a3d13454-88db-45ab-b8f5-5f9262172f97-1040-0,,显示了包裹的运输路径和状态更新，属于流跟踪页面的典型特征,a3d13454-88db-45ab-b8f5-5f9262172f97-1040,物流页面-物流跟踪页面
ad848a96-3f0a-4be0-868a-2e247a70b251-1038-0,,显示了包裹的运输路径和状态更新，属于物流跟踪页面的典型特征,ad848a96-3f0a-4be0-868a-2e247a70b251-1038,物流页面-物流跟踪页面
c673387b-5a40-444c-ab76-d3c557fdb559-977-0,,显示了包裹的运输路径和当前状态，属于物流跟踪页面的典型特征,c673387b-5a40-444c-ab76-d3c557fdb559-977,物流页面-物流跟踪页面
cdb24d6e-1985-4332-b5b5-dbc79a27fee4-998-0,,显示了包裹的运输状态和路径信息，属于物流跟踪页面的典型特征,cdb24d6e-1985-4332-b5b5-dbc79a27fee4-998,物流页面-物流跟踪页面
eae2f97b-6932-45c1-bcfc-ed6254303513-1026-0,,显示了包裹的运输状态和路径信息，属于物流跟踪页面的典型特征,eae2f97b-6932-45c1-bcfc-ed6254303513-1026,物流页面-物流跟踪页面
1df60fba-2ae3-433d-878e-ed849c760e3c-1840-0,,显示了交易明细列表，包括日期、时间、交易类型和金额变动，典型的账单或账户信息,1df60fba-2ae3-433d-878e-ed849c760e3c-1840,账单/账户页面
3ac2195a-2552-4145-8627-309b31a1f1a7-1830-0,,显示了用户的红包信息和优惠券列表，这些都是与账户相关的资产或优惠明细,3ac2195a-2552-4145-8627-309b31a1f1a7-1830,账单/账户页面
3ecc56f9-802d-4e0e-8d22-b952394737c9-1859-0,,显示了用户的资产总额、可提现金额，以及不同金额的提现选项，这些都是典型的账户管理和交易明细功能，属于账单或账户页面内容,3ecc56f9-802d-4e0e-8d22-b952394737c9-1859,账单/账户页面
7ea44018-2404-45ef-b69f-9ed9ed4b6a85-1860-0, ,显示了账户管理信息，包括自动续费状态、VIP权益规则、有效期等信息，这些都是典型的账户或资产管理页面内容,7ea44018-2404-45ef-b69f-9ed9ed4b6a85-1860,账单/账户页面
8a859a78-a281-42d0-bfe1-2dfcd0b7a0d1-1892-0,,显示了退款帐单交易明细，属于帐单/帐户页面,8a859a78-a281-42d0-bfe1-2dfcd0b7a0d1-1892,账单/账户页面
36a3c433-24f1-4a73-8f6e-1a3191a6ef32-1829-0,,显示了帐户六月份的收支情况，典型的账户或资产管理页面内容,36a3c433-24f1-4a73-8f6e-1a3191a6ef32-1829,账单/账户页面
53aa2dc7-ca5f-4829-932d-67c5e52156c3-1804-0,,显示了交易明细列表，包括日期、交易金额、退款信息等，这些都是典型的账单或账户页面特征,53aa2dc7-ca5f-4829-932d-67c5e52156c3-1804,账单/账户页面
55eb3615-ce7f-40e9-a944-39af2a5551f8-1844-0,,显示了退款帐单交易明细，属于帐单/帐户页面,55eb3615-ce7f-40e9-a944-39af2a5551f8-1844,账单/账户页面
066c9fcb-f1f4-41da-a674-5cbf8a64df46-1891-0,,显示了退款交易明细，属于账单或账户页面内容,066c9fcb-f1f4-41da-a674-5cbf8a64df46-1891,账单/账户页面
79fbf169-8f97-42e4-9605-d3e849e89f87-1821-0,,显示了一个红包兑换失败的通知，并包含了元宝总额、可兑换红包金额等信息，这些属于资产或账户相关的内容,79fbf169-8f97-42e4-9605-d3e849e89f87-1821,账单/账户页面
379d52a9-72f9-438e-b4f8-14945a2bfa22-1871-0,,显示了零钱余额、充值选项以及相关的交易操作，典型的账户管理和交易明细特征,379d52a9-72f9-438e-b4f8-14945a2bfa22-1871,账单/账户页面
438fdd71-784e-489a-8f84-b9ea66bcc83c-1852-0,,显示了支付金额、交易完成时间以及相关的商家信息和订单号等细节，这些都是典型的交易明细信息，属于帐单/帐户页面,438fdd71-784e-489a-8f84-b9ea66bcc83c-1852,账单/账户页面
780bdef2-8fff-49ce-935a-e37332c2cb78-1826-0,,显示了用户的积分详情（淘气值），这些内容通常出现在与账户管理和积分相关的页面上，属于帐单或帐户页面内容,780bdef2-8fff-49ce-935a-e37332c2cb78-1826,账单/账户页面
1078e5a5-5a23-4722-b633-761fd40b3307-1875-0,,显示了交易明细列表，包括日期、交易类型和金额变动等信息，这些都是典型的账单或账户活动记录,1078e5a5-5a23-4722-b633-761fd40b3307-1875,账单/账户页面
3402dce7-cd77-43d7-a0c4-039e94bf01e4-1817-0,,显示了退款帐单交易明细，属于帐单/帐户页面,3402dce7-cd77-43d7-a0c4-039e94bf01e4-1817,账单/账户页面
4647fac9-35fc-4365-b088-b515acca1f63-1886-0,,显示了一个成功提现的通知，包含提现金额、支付方式等信息，属于交易明细的一部分。因此，它被归类为账单/账户页面，因为它涉及到资金的流动和账户的变动,4647fac9-35fc-4365-b088-b515acca1f63-1886,账单/账户页面
47411e0d-501b-4933-92a9-3877a0f4e4f8-1876-0,,显示了交易明细列表，包括日期、时间、交易类型和金额变动等信息，这些都是典型的账单或账户页面特征,47411e0d-501b-4933-92a9-3877a0f4e4f8-1876,账单/账户页面
359415e1-c600-4991-8694-c4e886806181-1807-0,,显示了退款帐单交易明细，属于帐单/帐户页面,359415e1-c600-4991-8694-c4e886806181-1807,账单/账户页面
28686233-9cde-4a0c-befd-0b7432aa1b22-1866-0,,显示了红包的详细信息，包含可用余额。此外，还有历史记录，这些都是典型的交易明细或资产列表信息，属于帐单/帐户页面,28686233-9cde-4a0c-befd-0b7432aa1b22-1866,账单/账户页面
a7cac4f8-27e8-436a-825c-6a465ec479e5-1890-0,,显示了零钱余额、充值选项以及相关的资产信息。页面上有关于余额的详细说明和充值功能，这些都是典型的账户管理和交易相关内容,a7cac4f8-27e8-436a-825c-6a465ec479e5-1890,账单/账户页面
b2db51b0-e4b2-4028-8a3c-829ab33c0843-1816-0,,显示了用户的优惠券信息，包括不同类型的优惠券金额和使用条件，属于会员账户中的卡券列表,b2db51b0-e4b2-4028-8a3c-829ab33c0843-1816,账单/账户页面
b470e4d6-c66d-4bc4-823d-6d22f42cc097-1874-0,,显示了红包的使用情况和有效期，并包含了优惠券的细节，属于会员帐户中的卡券红包列表,b470e4d6-c66d-4bc4-823d-6d22f42cc097-1874,账单/账户页面
bb4db33f-dcda-4203-82d4-dc2316f6480d-1857-0,,显示了用户的资产信息，包括红包余额和充值金额，符合帐户页面的特征,bb4db33f-dcda-4203-82d4-dc2316f6480d-1857,账单/账户页面
bb4235bf-05de-40b8-bace-1bf8616f7442-1819-0,,显示了退款帐单交易明细，属于帐单/帐户页面,bb4235bf-05de-40b8-bace-1bf8616f7442-1819,账单/账户页面
c14a219b-3c3b-4da3-b5c6-ad79f6513af0-1888-0,,显示了退款帐单交易明细，属于帐单/帐户页面,c14a219b-3c3b-4da3-b5c6-ad79f6513af0-1888,账单/账户页面
ca0f6a63-c145-4962-b3cf-71b2a47c6c36-1828-0,,显示了交易明细列表，包括支出和收入的金额、日期和交易类型等信息，这些都是典型的账单或账户页面特征,ca0f6a63-c145-4962-b3cf-71b2a47c6c36-1828,账单/账户页面
ce3c0fe5-a32a-4ad5-a27f-d24af6feb507-1856-0,,显示了帐户余额（11元）、充值选项等，这些内容通常与账户管理和交易相关,ce3c0fe5-a32a-4ad5-a27f-d24af6feb507-1856,账单/账户页面
d1a945dc-5fec-4c13-a136-d5dae5d2aa51-1845-0,,显示了用户的零钱余额与账单或账户管理相关,d1a945dc-5fec-4c13-a136-d5dae5d2aa51-1845,账单/账户页面
f9e0844a-b587-41ff-90f0-73a10b12d4a2-1815-0,,显示了帐单明细，包括金额、充值时间、有效期等信息，这些都是典型的账单或账户相关内容,f9e0844a-b587-41ff-90f0-73a10b12d4a2-1815,账单/账户页面
2ca7fcd0-ee49-4351-89ad-43798b664eac-1421-0,购物车页面,显示了商品列表、商品合计金额、结算按钮，另外，页面下方显示当前位于购物车页面,2ca7fcd0-ee49-4351-89ad-43798b664eac-1421,购物车页面
6bc851f7-471c-4f51-9f9e-0169a178a5f3-1500-0,,显示了商品信息，还有商品的勾选框，属于购物车页面,6bc851f7-471c-4f51-9f9e-0169a178a5f3-1500,购物车页面
61d8776a-6115-46e5-9e2f-9b2170e95163-1417-0,,显示商品金额明细，并有结算按钮，另外，页面下方显示当前位于购物车页面,61d8776a-6115-46e5-9e2f-9b2170e95163-1417,购物车页面
82b7b3d3-cd9c-4d3d-a462-eecbf2ac8a58-1453-0,,显示了商品列表、商品勾选框、结算按钮，另外，页面下方显示当前位于购物车页面,82b7b3d3-cd9c-4d3d-a462-eecbf2ac8a58-1453,购物车页面
82c54144-eaf1-44fd-a370-7c0b763b43fa-1420-0,,显示了商品总价、结算按钮、商品勾选框，另外，页面下方显示当前位于购物车页面,82c54144-eaf1-44fd-a370-7c0b763b43fa-1420,购物车页面
88ff0bac-4555-43bd-a13e-4494a52b0de4-1458-0,,显示了商品列表、商品勾选框、结算按钮，另外，页面下方显示当前位于购物车页面,88ff0bac-4555-43bd-a13e-4494a52b0de4-1458,购物车页面
0305e3f4-21f3-43aa-afcf-fe51ec71d0cf-1482-0,,购物车查价页面，并有“立即结算”按钮，这些特征通常出现在购物车页面中,0305e3f4-21f3-43aa-afcf-fe51ec71d0cf-1482,购物车页面
443ccc13-65ab-4d2f-8b12-a0b87dfa416a-1491-0,,显示了商品金额明细、金额合计、结算按钮，属于购物车页面,443ccc13-65ab-4d2f-8b12-a0b87dfa416a-1491,购物车页面
684c5ef2-298f-4d5c-9b5d-dd8759e59d66-1429-0,,显示了商品列表、结算按钮、商品勾选框，属于购物车页面,684c5ef2-298f-4d5c-9b5d-dd8759e59d66-1429,购物车页面
918a51e4-b09d-4f87-b70b-abed69369321-1469-0,,显示了商品列表、结算按钮、商品勾选框，属于购物车页面,918a51e4-b09d-4f87-b70b-abed69369321-1469,购物车页面
4345b63f-fde6-4ba9-b111-30d7d8811ee4-1479-0,,显示了商品列表、结算按钮、商品勾选框，属于购物车页面,4345b63f-fde6-4ba9-b111-30d7d8811ee4-1479,购物车页面
5629e652-19b6-438f-b1f6-1363c57ef5b7-1474-0,,显示了金额明细、商品总价、优惠减免，此外，下方还有结算按钮，这些元素通常出现在购物车页面中,5629e652-19b6-438f-b1f6-1363c57ef5b7-1474,购物车页面
6450ea56-d3b4-4ff4-8937-4e6a9f1f8c44-1507-0,,显示了商品列表、结算按钮、商品勾选框，典型的购物车页面,6450ea56-d3b4-4ff4-8937-4e6a9f1f8c44-1507,购物车页面
6792e672-b5eb-4279-9861-802353ca9773-1441-0,,显示了商品列表、结算按钮、商品勾选框，典型的购物车页面,6792e672-b5eb-4279-9861-802353ca9773-1441,购物车页面
6880dfed-dffb-4cf4-9c4a-74556302673e-1423-0,,显示了商品价格相关信息、合计金额、结算按钮，典型的购物车页面,6880dfed-dffb-4cf4-9c4a-74556302673e-1423,购物车页面
8808ecdd-eda0-455e-8c8e-f3194f734b68-1437-0,,显示了商品价格相关信息、商品勾选框，典型的购物车页面,8808ecdd-eda0-455e-8c8e-f3194f734b68-1437,购物车页面
62357fa4-7e1b-45be-966f-f5c56b409b8c-1487-0,,显示了商品列表、结算按钮、商品勾选框，另外，页面下方也显示位于购物车介面,62357fa4-7e1b-45be-966f-f5c56b409b8c-1487,购物车页面
328845ab-fdef-4355-9590-c82d25337e66-1440-0,,显示了商品列表、结算按钮、商品勾选框，另外，页面下方显示当前位于购物车页面,328845ab-fdef-4355-9590-c82d25337e66-1440,购物车页面
01479895-7136-4768-a6da-f4c274f11915-1439-0,,显示了商品列表、结算按钮，页面下方也显示当前位于购物车介面,01479895-7136-4768-a6da-f4c274f11915-1439,购物车页面
82655459-60ae-4578-bcdc-3e4ffc07413a-1510-0,,显示了商品列表、价格、数量等信息，这些都是典型的购物车页面特征,82655459-60ae-4578-bcdc-3e4ffc07413a-1510,购物车页面
ae021ff8-22ec-4cec-aa58-bb0e3a9e4e2f-1465-0,,显示了商品价格相关信息、结算按钮，属于购物车页面,ae021ff8-22ec-4cec-aa58-bb0e3a9e4e2f-1465,购物车页面
b8b1471e-d912-4d36-aae2-a3ce5e24f32e-1505-0,,显示了商品列表、结算按钮、商品勾选框，另外，页面下方显示当前位于购物车页面,b8b1471e-d912-4d36-aae2-a3ce5e24f32e-1505,购物车页面
c1ff9363-24ae-405d-bb9a-ea525124c006-1484-0,,显示了商品列表、结算按钮、商品勾选框，属于购物车页面,c1ff9363-24ae-405d-bb9a-ea525124c006-1484,购物车页面
c28c65d2-e850-4d60-8a4c-7a753222bd24-1463-0,,显示了商品列表、结算按钮、商品勾选框，属于购物车页面,c28c65d2-e850-4d60-8a4c-7a753222bd24-1463,购物车页面
